# RESUMO DAS ESTATÍSTICAS GERAIS DA ANÁLISE DIPLOMÁTICA MRE BRASIL-CHINA
# Total de Notas Analisadas;2040
# Total de Notas Selecionadas (Relevantes);45
# Total de Notas Descartadas (Superficiais/Irrelevantes);1995

ID;Título;Data;Status de Seleção;Temática Central;Justificativa do Descarte;Revisão Necessária;Detalhes da Revisão
148;Visita de Estado do Presidente da República Luiz Inácio Lula da Silva à República da Coreia - Seul, 23 de fevereiro de 2026;17/02/2026;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
149;Visita de Estado do Presidente da República Luiz Inácio Lula da Silva à República da Índia - Nova Delhi, 18 a 21 de fevereiro de 2026;17/02/2026;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
150;Falecimento da Embaixadora Leda Lucia Martins Camargo;15/02/2026;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
151;59º Aniversário do Tratado para a Proscrição das Armas Nucleares na América Latina e no Caribe (Tratado de Tlatelolco);14/02/2026;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
152;Abertura de mercado para o Brasil no Equador - Nota Conjunta MRE-MAPA;13/02/2026;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
153;Concessão de agrément ao Embaixador designado do Brasil em Belize;12/02/2026;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
154;Ataque em escola na cidade Tumbler Ridge, Canadá;11/02/2026;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
155;Expiração do mandato do Conselho Presidencial de Transição do Haiti e conformação de novo governo interino;10/02/2026;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
156;Decisão do Governo Israelense sobre Ampliação de suas Atribuições na Cisjordânia;10/02/2026;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
157;Atentado em Islamabad, no Paquistão;07/02/2026;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
158;"Espanha e Portugal - Tempestades ""Kristin"" e ""Leonardo""";06/02/2026;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
159;Declaração Conjunta da VIII Reunião da Comissão Brasileiro-russa de Alto Nível de Cooperação;05/02/2026;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
160;Atos adotados por ocasião da visita do Ministro dos Negócios Estrangeiros, Cooperação e Integração Regional de Cabo Verde - Brasília - 4/2/2026;04/02/2026;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
161;Abertura de mercado para castanha-do-Brasil para a Turquia - Nota conjunta MRE/MAPA;03/02/2026;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
162;Concessão de agrément ao Embaixador designado do Brasil nas Bahamas;02/02/2026;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
163;Apresentação da candidatura de Michelle Bachelet a Secretária-Geral da ONU - Comunicado Conjunto de Brasil, Chile e México;02/02/2026;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
164;8ª Reunião da Comissão Brasil-Rússia de Alto Nível de Cooperação (CAN) – Brasília, 5 de fevereiro de 2026;02/02/2026;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
165;Deslizamento de terra em mina na República Democrática do Congo;01/02/2026;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
166;Visita do Ministro das Relações Exteriores do Suriname, Melvin Bouva – Brasília, 2 de fevereiro de 2026;30/01/2026;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
167;Conclusão das negociações de acesso a mercado com a Etiópia na OMC;30/01/2026;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
168;Aberturas de mercado para o Brasil na Malásia e em Mianmar - Nota conjunta MRE/MAPA;29/01/2026;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
169;Aniversário da Proclamação da América Latina e do Caribe como Zona de Paz;29/01/2026;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
170;Atos adotados por ocasião da visita de Estado do Presidente Luiz Inácio Lula da Silva à Cidade do Panamá, de 27 a 28 de janeiro de 2026;28/01/2026;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
171;Comunicado Conjunto dos Presidentes da República Federativa do Brasil e da República do Panamá - Panamá, 28 de janeiro de 2026;28/01/2026;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
172;Primeira reunião no âmbito da Parceria Estratégica entre o Japão e o MERCOSUL;27/01/2026;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
173;Celebração do Dia Internacional em Memória das Vítimas do Holocausto;27/01/2026;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
174;Visita do Presidente da República ao Panamá – 28 de janeiro de 2026;27/01/2026;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
175;Eleição de representante brasileiro como Presidente do Comitê ad Hoc para elaboração da Convenção das Nações Unidas contra o Crime Cibernético;26/01/2026;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
176;Representação dos interesses diplomáticos do México no Peru;25/01/2026;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
177;Missão do Ministro das Relações Exteriores, Mauro Vieira, a Bolívia, Panamá, Peru e Equador (26 a 30 de janeiro de 2026);25/01/2026;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
178;Iniciativa Global para o Direito Internacional Humanitário - Conferência de Alto Nível para Preservar a Humanidade na Guerra, Jordânia, 2026;22/01/2026;Selecionada;Direito Internacional Humanitário e Diplomacia Multilateral (Co-liderança Brasil-China e parceiros);N/A;Sim;Nota sobre a Iniciativa Global de DIH co-liderada por Brasil, China, França, Jordânia, Cazaquistão e África do Sul.
179;Enchentes e deslizamentos na Nova Zelândia;22/01/2026;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
180;Demolição de Estruturas da Sede da UNRWA em Jerusalém Oriental;22/01/2026;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
181;Bicentenário das relações entre Brasil e Santa Sé;22/01/2026;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
182;Abertura de mercado para o Brasil no Vietnã e na Arábia Saudita — Nota Conjunta MRE/MAPA;21/01/2026;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
183;Incêndios florestais no Chile;19/01/2026;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
184;Acidente Ferroviário na Espanha;19/01/2026;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
185;Comunicado Conjunto sobre a assinatura do Acordo de Associação entre o MERCOSUL e a União Europeia;17/01/2026;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
186;Assinatura do Acordo de Parceria MERCOSUL-União Europeia - Nota Conjunta MRE/MDIC/MAPA;17/01/2026;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
187;Reunião do Presidente da República com a Presidente da Comissão Europeia;16/01/2026;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
188;Quitação de contribuições do Brasil a organismos internacionais em 2025 -  Nota Conjunta MRE/MPOG;15/01/2026;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
189;Eleição de representante brasileira para a presidência da Junta Executiva do Programa Mundial de Alimentos (PMA);14/01/2026;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
190;Manifestações no Irã;13/01/2026;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
191;Doação de insumos médicos para tratamento de pacientes renais na Venezuela - Nota Conjunta MRE/MS;12/01/2026;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
192;Concessão de agrément ao Embaixador designado do Brasil no Vietnã;12/01/2026;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
193;"Premiação do filme ""O Agente Secreto"" no 83° Globo de Ouro";12/01/2026;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
194;Aprovação do Acordo de Parceria MERCOSUL-União Europeia nas instâncias europeias — Nota conjunta MRE/MDIC;09/01/2026;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
195;Concessão de agrément ao Embaixador designado do Brasil em Omã;08/01/2026;Descartada;N/A;"Concessão de agrément ao embaixador em Omã; menção apenas biográfica do histórico de postos diplomáticos anteriores.";Não;
196;Concurso Gilberto Chateaubriand de Arte Contemporânea;06/01/2026;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
197;Posição de Brasil, México, Chile, Colômbia, Uruguai e Espanha diante dos fatos ocorridos na Venezuela — 4 de janeiro de 2026;04/01/2026;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
198;Situação na Venezuela;03/01/2026;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
199;Incêndio em Crans-Montana, Suíça;01/01/2026;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
200;Salvaguardas da China a importações de carne bovina - nota conjunta MRE/MDIC/MAPA;31/12/2025;Selecionada;Comércio Exterior e Controvérsias Comerciais Bilaterais (Carne Bovina);N/A;Não;
201;Falecimento da ex-primeira-ministra do Bangladesh, Khaleda Zia;30/12/2025;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
202;Concessão de agrément ao Embaixador designado do Brasil no Burkina Faso;30/12/2025;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
203;Relatório Especial da CIDH sobre a Situação da Liberdade de Expressão no Brasil;26/12/2025;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
204;Credenciamento do Curso de Formação de Diplomatas do Instituto Rio Branco como pós-graduação – Nota Conjunta MRE/MEC;24/12/2025;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
205;Abertura de mercado agropecuário no Marrocos, no Iraque, em Singapura e na Argentina - nota conjunta MRE/MAPA;22/12/2025;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
206;20 anos do estabelecimento da Comissão para Consolidação da Paz das Nações Unidas (PBC);22/12/2025;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
207;LXVII Cúpula de Chefes de Estado do MERCOSUL e Estados Associados e LXVII Reunião Ordinária do Conselho do Mercado Comum;20/12/2025;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
208;Atos adotados por ocasião da LXVII Cúpula de Chefes de Estado do MERCOSUL e Estados Associados;20/12/2025;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
209;Lançamento das Negociações do Acordo de Comércio Preferencial entre o MERCOSUL e a República Socialista do Vietnã;20/12/2025;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
210;Marco da Parceria Estratégica entre o Japão e o MERCOSUL;20/12/2025;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
211;Abertura de mercado para material genético avícola em Moçambique - nota conjunta MRE/MAPA;19/12/2025;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
212;Eleição do Embaixador Juan Carlos Ojeda como Secretário-Geral da Agência para a Proibição das Armas Nucleares na América Latina e no Caribe (OPANAL);19/12/2025;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
